0: 783,17,257,132,514,543
215: 931,496,949,123,1000,908
216: 102,564,586,950,942,147
217: 314,946,791,952,998,251
218: 953,5,79,812
219: 358,61,516,588,285,160,956
220: 957,991,958,360,473,236
221: 976,364,492,571,446,960
222: 720,367,982,760,73,701
223: 846,331,370,964,91,656
224: 966,737,206,992
225: 377,46,870,506,968,60
226: 297,520,368,711,866,970,99
227: 29,421,384,972,837,770
228: 388,974,32,603,452,247
229: 977,889,1019,11,393,851
230: 166,834,189,551,883,979
231: 724,557,981,118,296,945
232: 983,82,676,148,404,415
233: 191,119,796,921,622,511,985
234: 905,824,825,987,335,593
235: 416,714,183,989,799,16
236: 969,613,716,991,360,220
237: 618,993,320,826,253,80
238: 722,616,277,995,892,891
239: 558,171,888,719,427,997
240: 513,260,390,999,304,129
241: 488,123,667,449,704,436
242: 351,1002,432,7,278,951
243: 568,196,441,460,1003,556
244: 350,801,1005,444,156,356
245: 1020,936,696,805,1007,755
246: 381,1008,639,26,710,612
247: 524,126,228,32,452,1010
248: 54,454,453,723,1011,274
249: 727,1013,763
250: 369,846,988,1015,893,922
251: 1016,998,217,791,746
252: 929,848,1018,994
253: 1020,826,816,755,80,237
254: 853,43,550,685,665,1022
255: 663,382,435,470,1023,677
256: 736,777,474,177,1024,857
257: 627,0,132,130,543,515
258: 517,963,90,978,856,6
259: 535,262,521,130,538,519
260: 240,513,975,527,747,304
261: 540,531,903
262: 535,767,259,130,279,627
263: 589,867,540
264: 543,515
265: 479,322,548,703,141,433
266: 681,553,872,85,202,590
267: 614,954,434,979,328,559
268: 950,562,564,131,996,374
269: 568,566,282,100,201,898
270: 615,575,691,75,980,45
271: 860,544,939,524,126,4
272: 585,748,373,54,723,198
273: 596,110,592
274: 720,844,599,454,248,723
275: 861,503,79,802,604
276: 856,983,19,82,608,324
277: 616,974,238,891,636,371
278: 944,242,7,951,620,657
279: 262,767,298,66,627,529
280: 403,661,482,407,895,632
281: 529,783,132,637,640,693
282: 598,22,641,100,201,269
283: 862,644,327,915,787,116
284: 743,76,325,577,570,800
285: 588,654,42,219,516,956
286: 658,547,786,363,490,668
287: 664,662,134,38
288: 310,772,546,487,666,964
289: 670,311,203,1013,906,776
290: 84,339,106,572,600,675
291: 1006,557,981,679,1012,10
292: 105,44,683,688,648,165
293: 414,597,778,135,692,671
294: 689,192,189,851,554,697
295: 926,701,507,52,486,962
296: 502,945,484,631,118,231
297: 386,984,226,775,520,368
298: 40,715,640,66,529,279
299: 888,719,897,12,21,587
300: 695,333,45,728,194,75
301: 733,518,898,441,680,2
302: 806,739,361,461,30,737
303: 394,743,76,98,752,113
304: 999,138,494,240,747,260
305: 173,731,750
306: 319,58,475,207,112,904
307: 745,758,463,804,88,839,14
308: 457,208,727,763,877,24
309: 77,51,871,806,768,830
310: 930,209,9,772,288,546
311: 458,670,289,56,776,869
312: 364,780,15,571
313: 37,660,422,78,158,785
314: 480,217,989,791,952
315: 797,210,405,558,171,721
316: 802,69,584,408,353,953
317: 168,445,861,503,185,814
318: 391,71,817
319: 754,876,306,58,821,112
320: 618,972,237,80,827,384
321: 840,832,397,450,973,362
322: 837,548,265,624,574,141
323: 957,958,935,26,843,612
324: 517,594,587,856,19,276
325: 743,580,284,142,577,860
326: 85,4,990,865,20,142,590
327: 644,875,283,787,94,478
328: 510,74,559,883,267,979
329: 497,841,651,788,882,610
330: 885,21,585,197,888,997
331: 223,846,893,91,146,601
332: 823,610,25,897,12,928
333: 695,300,167,144,728,900
334: 903,733,201,22
335: 753,593,852,905,234
336: 87,27,896,948,908,949
337: 64,761,489,508,170,911
338: 862,914,133,394,23,98
339: 355,84,290,917,600,828
340: 91,656,159,561,919,530
341: 103,922,732,986,1015
342: 199,866,970,925,425,633
343: 934,797,210,928,841,882
344: 787,467,757,116,932,605
345: 172,28,935,26,635,381
346: 86,938,625,527,152
347: 362,89,942,401,973
348: 657,176,163,944,355,536
349: 818,491,120,946,793,952
350: 244,838,156,356,948,619
351: 242,432,951,759,836,653
352: 134,38,81,149,614,954
353: 953,5,955,584,34,316
354: 28,935,511,886,957,360
355: 536,339,917,600,676,348,163
356: 350,244,1005,88,961,619
357: 186,863,963,90,367,982
358: 219,643,385,61,965,516
359: 738,214,947,621,967,175
360: 957,220,886,969,236,354
361: 806,302,30,971,77
362: 347,401,190,840,321,973
363: 513,975,39,668,286,547
364: 312,976,780,62,221,571
365: 517,885,198,594,599,978
366: 933,980,153,2,137,798
367: 720,844,90,222,982,357
368: 226,297,775,1009,970
369: 250,988,607,941,922,986
370: 223,846,988,487,63,964
371: 636,990,891,199,831,277
372: 992,122,929
373: 272,994,748,54,718,848
374: 40,33,673,268,562,996
375: 563,104,818,154,998,946
376: 887,105,44,785,1001,611
377: 46,506,225,489,1004,813
378: 646,447,682,1006,679,762
379: 615,68,420,1009,775,713
380: 853,10,94,875,533,1012
381: 1014,246,639,172,26,345
382: 255,855,435,606,470,1017
383: 542,393,35,794,182,1019
384: 827,686,972,320,770,227
385: 541,643,358,516,444,156
386: 984,297,520,1024,96,552
387: 523,655,900,144
388: 228,616,974,924,526,603
389: 37,422,530,678,41,623
390: 645,534,999,859,129,240
391: 318,537,817,664
392: 539,647,960,471,769,157
393: 542,11,534,383,229,1019
394: 23,743,303,580,98,338
395: 658,547,625,152
396: 443,501,184,549,687,854
397: 551,321,583,832,450,18
398: 681,654,42,555,672,438
399: 724,682,1006,557,423,628
400: 539,647,406,561,579,678
401: 347,950,362,942,190,562
402: 211,566,565,869,100,937
403: 661,280,632,570,410,800
404: 823,890,25,415,82,232,572
405: 315,210,871,576,768,721
406: 400,539,446,696,1007,579
407: 482,280,895,581,811,119,796
408: 778,161,469,584,69,316
409: 59,102,744,586,478,932
410: 649,570,902,403,661,956
411: 597,591,996,33,637,162
412: 593,824
413: 103,732,729,740,779,595
414: 597,293,591,525,545,135
415: 404,676,232,572,600
416: 714,603,235,924,989,793
417: 13,104,173,1017,606,884
418: 93,80,611,827,1021,850,816
419: 150,959,613,716,917,828
420: 615,472,691,379,713,169
421: 186,29,863,227,868,972
422: 37,313,389,623,785,1001
423: 878,628,456,829,724,399
424: 573,799,631,918,803,694
425: 713,107,633,1009,342,970
426: 47,725,200,622,635,985
427: 881,920,997,171,239,638
428: 72,642,675,106,497,788
429: 542,645,35,143,582,560
430: 114,789,759,468,648,49
431: 958,473,650,940,843,48
432: 242,351,1002,1000,653,667
433: 657,176,141,703,265,620
434: 267,522,614,659,979,166
435: 255,855,663,382,455,448
436: 53,617,241,667,1002,704
437: 453,1011,50,706,669
438: 672,136,894,711,398,555
439: 709,782,833
440: 655,36,900,167,677,766
441: 568,243,301,898,680,556
442: 684,486,712,52
443: 909,396,549,204,910,687
444: 244,801,156,8,541,385
445: 168,708,317,70,814,810
446: 539,696,960,406,976,221
447: 164,646,378,34,699,682
448: 702,169,472,663,435,455
449: 811,191,119,704,488,241
450: 321,397,973,451,18,707
451: 18,707,901,212,710,450
452: 714,603,1010,228,247
453: 54,437,248,718,1011,669
454: 248,1011,760,178,720,274
455: 855,435,448,702,995,726
456: 717,423,878,118,918,724
457: 927,308,208,727
458: 740,56,311,869,730,937
459: 621,967,595,151,732
460: 1003,196,243,876,736,821
461: 739,302,638,920,206,737
462: 741,943,1016,870,746
463: 307,745,839,734,57,904
464: 197,994,748,1018,835
465: 47,752,200,800,698,632
466: 1007,850,579,816,755,41
467: 757,784,344,605,1014,155
468: 114,759,836,430,87,896,109
469: 665,408,161,762,646,584
470: 255,382,677,731,766,1017
471: 912,769,9,546,157,392
472: 420,691,771,663,448,169
473: 991,958,431,220,174,650
474: 734,736,821,777,256,112
475: 779,306,58,595,151,207
476: 652,184,549,567,738,781
477: 47,725,698,907,757,784
478: 59,409,327,787,932,94
479: 67,548,703,265,165,789
480: 314,989,791,968,60,16
481: 977,700,1019,790,794,117
482: 661,160,280,407,581
483: 801,1005,57,839,690,749
484: 502,296,858,849,631,803
485: 500,936,852,805,62,905
486: 684,442,807,962,52,295
487: 809,63,772,288,370,964
488: 931,123,241,751,811,449
489: 64,1004,337,813,377,170
490: 815,71,140,668,286,786
491: 818,884,95,349,55,120
492: 822,769,774,571,960,221
493: 993,505,125,826,83,121
494: 830,138,304,181,51,747
495: 881,835,920,206,992,122
496: 215,931,838,908,643,965
497: 329,788,106,610,890,428
498: 630,847,556,680,137,124
499: 939,126,849,1010,858
500: 125,936,485,905,825,83
501: 184,396,758,804,961,854
502: 705,205,296,858,945,484
503: 861,275,317,185
504: 927,864,127
505: 819,493,993,868,121,792
506: 377,870,225,943,128,1004
507: 987,187,874,52,926,295
508: 878,829,170,337,911,188
509: 192,834,880,889,512,583
510: 328,74,795,840,883,832
511: 622,28,354,886,233,921
512: 977,889,700,111,880,509
513: 240,975,363,260,129,39
514: 543,17,0,578
515: 519,257,130,264,543
516: 541,219,385,358,654,285
517: 365,594,324,258,978,856
518: 903,733,301,531,153,2
519: 764,515,521,259,130
520: 386,226,297,136,552,711
521: 259,538,662,764,519,65
522: 434,659,689,166,179,3
523: 655,387
524: 271,247,126,32,4,865
525: 131,414,591,545,685,873
526: 722,388,616,924,55,120
527: 625,975,747,260,346,938
528: 5,592,955
529: 281,627,132,640,298,279
530: 37,919,389,561,340,678
531: 261,540,903,518,629,153
532: 6,609,608,624,193,574
533: 644,875,913,133,213,1012,380
534: 542,645,11,390,393,859
535: 262,767,259,538,820,81
536: 355,917,944,348,959
537: 391,149,817,569,664,38
538: 535,521,259,662,134,81
539: 400,392,446,647,960,406
540: 261,531,263,629
541: 385,516,672,8,444,654
542: 645,429,534,383,393,35
543: 264,514,0,257,515
544: 860,602,271,939,23,580
545: 414,525,685,135,1022
546: 9,310,288,471,666,157
547: 658,395,286,625,975,363
548: 67,837,479,770,322,265
549: 652,443,909,476,184,396
550: 853,10,254,679,665,762
551: 883,583,832,397,230,834
552: 136,108,1024,177,386,520
553: 681,588,266,42,202,902
554: 859,97,697,11,294,851
555: 681,398,438,711,195,99
556: 1003,847,498,441,243,680
557: 724,291,1006,981,399,231
558: 171,239,719,12,797,315
559: 820,328,879,267,954
560: 999,101,138,582,645,429
561: 159,340,400,647,530,678
562: 950,401,190,268,374,673
563: 634,13,375,104,154
564: 102,873,216,950,268,131
565: 139,776,641,869,100,402
566: 211,568,196,402,269,100
567: 476,184,175,738,804,14
568: 196,441,566,243,269,898
569: 3,140,817,149,659,537
570: 649,577,410,403,76,284,800
571: 15,774,492,312,364,221
572: 290,106,600,404,890,415
573: 424,799,694,16,46,968
574: 742,141,322,624,609,532
575: 615,68,270,933,980,124
576: 934,210,405,871,582,101
577: 20,649,142,570,325,284
578: 810,17,514
579: 1007,678,466,41,400,406
580: 394,23,743,325,860,544
581: 482,160,407,61,751,811
582: 934,576,143,429,560,101
583: 551,397,18,880,834,509
584: 646,34,408,469,353,316
585: 272,197,748,330,885,198
586: 102,409,216,932,605,147
587: 21,594,324,19,299,897
588: 553,285,42,219,902,956
589: 263,867,728,144
590: 20,202,266,85,326
591: 131,414,597,411,996,525
592: 273,110,955,699,528
593: 335,412,824,234
594: 517,885,365,21,587,324
595: 459,151,732,413,779,475
596: 273,145,110,899,188
597: 414,293,411,591,162,671
598: 22,282,641
599: 274,844,978,723,365,198
600: 355,290,339,572,676,415
601: 146,214,808,947,893,331
602: 544,939,23,205,858,914
603: 416,714,452,388,228,924
604: 861,275,802,692,69
605: 467,344,932,155,586,147
606: 855,382,1017,417,884,95
607: 927,208,127,941,986,369
608: 856,983,6,609,532,276
609: 983,532,608,742,574,148
610: 332,890,25,928,329,497,841
611: 93,418,1021,376,44,1001
612: 843,212,710,26,323,246
613: 236,419,716,828,991,773
614: 267,149,954,434,659,352
615: 68,575,420,691,379,270
616: 722,388,974,238,277,526
617: 150,53,959,436,1002,7
618: 993,868,972,237,320
619: 27,948,854,961,350,356
620: 278,951,49,703,657,433
621: 459,923,967,175,151,359
622: 28,511,635,985,233,426
623: 850,41,422,389,1001,93
624: 29,193,837,322,574,532
625: 975,527,346,395,547,152
626: 966,30
627: 529,257,132,262,130,279
628: 423,829,682,399,899,164
629: 867,194,798,540,531,153
630: 847,498,96,124,984,31
631: 424,118,918,803,296,484
632: 403,280,895,200,800,465
633: 425,107,892,891,342,199
634: 563,154
635: 172,622,28,345,725,426
636: 32,990,371,865,974,277
637: 33,640,411,693,162,281
638: 739,721,461,171,920,427
639: 1014,381,246,155,842,1008
640: 40,33,637,298,281,529
641: 139,565,100,598,282
642: 790,72,916,675,735,428
643: 385,358,965,838,156,496
644: 862,327,875,283,913,533,133
645: 542,429,534,390,560,999
646: 378,584,447,34,762,469
647: 400,392,539,157,159,561
648: 114,789,430,292,683,165
649: 20,202,577,570,902,410
650: 916,117,174,473,431,48
651: 143,329,182,788,882,35
652: 909,476,549,781,78,158
653: 949,1000,87,836,351,432
654: 398,285,42,672,541,516
655: 523,36,387,440,900
656: 666,964,91,159,340,223
657: 176,348,433,944,278,620
658: 395,286,547,786
659: 522,149,614,434,3,569
660: 37,919,313,78,146,808
661: 403,482,160,280,956,410
662: 287,134,521,538,65
663: 255,435,1023,771,472,448
664: 287,38,391,537
665: 161,1022,762,469,254,550
666: 964,656,157,159,288,546
667: 123,1000,241,1002,432,436
668: 815,490,765,39,363,286
669: 92,437,453,718
670: 877,289,56,311,1013,763
671: 168,708,162,597,293,692
672: 438,894,8,398,654,541
673: 40,715,374,190,562,795
674: 971,439,709
675: 642,735,428,84,290,106
676: 148,163,232,355,600,415
677: 1023,167,440,766,255,470
678: 579,41,561,400,530,389
679: 291,1006,10,550,378,762
680: 2,137,301,441,498,556
681: 398,266,553,42,555,872,195
682: 1006,399,628,164,378,447
683: 105,204,292,910,114,648
684: 442,807,486
685: 873,744,43,254,525,545
686: 688,827,1021,384,67,770
687: 27,896,109,854,443,396,910
688: 686,1021,44,292,67,165
689: 294,166,189,179,697,522
690: 108,749,894,8,801,483
691: 615,472,420,270,771,45
692: 861,604,69,778,293,168,671
693: 708,162,70,637,281,783
694: 573,424,918,46,813,717
695: 300,1023,771,333,45,167
696: 446,406,976,805,1007,245
697: 765,554,97,179,689,294
698: 47,752,477,113,465,907
699: 164,955,447,34,110,592
700: 977,512,481,48,117,111
701: 760,73,926,792,295,962,222
702: 448,169,995,107,892,455
703: 479,265,789,49,620,433
704: 191,845,449,241,53,436
705: 502,205,213,945,914,913
706: 807,50,178,437,1011
707: 451,710,1008,89,450,973
708: 693,168,162,445,70,671
709: 971,439,782,77,51
710: 451,707,212,612,246,1008
711: 438,136,226,520,99,555
712: 52,187,442
713: 425,169,107,420,379,1009
714: 416,603,452,1010,235,183
715: 40,673,298,74,66,795
716: 969,150,53,236,419,613
717: 878,456,170,918,694,813
718: 54,453,92,669,373,848
719: 558,299,239,888,12
720: 274,844,367,222,760,454
721: 739,768,638,171,315,405
722: 616,238,526,995,55,726
723: 54,248,274,599,198,272
724: 557,399,231,118,423,456
725: 47,477,426,172,635,784
726: 95,55,855,455,995,722
727: 249,763,457,308
728: 589,867,194,144,300,333
729: 740,877,56,103,24,413
730: 937,779,754,58,458,740
731: 305,173,766,1017,470
732: 341,103,413,459,595
733: 334,903,201,301,518,898
734: 777,57,474,112,904,463
735: 642,916,675,174,773,84
736: 821,256,474,460,1003,857
737: 966,224,30,206,302,461
738: 781,359,947,175,476,567
739: 806,768,721,302,461,638
740: 729,458,56,413,730,779
741: 462,1016
742: 176,574,148,163,141,609
743: 394,303,76,325,580,284
744: 685,59,102,873,409,43
745: 307,463,14,923,207,904
746: 870,60,1016,251,791,462
747: 527,260,304,494,181,938
748: 272,464,585,197,994,373
749: 690,108,777,57,177,483
750: 13,305,173
751: 61,965,931,488,581,811
752: 113,800,465,698,303,76
753: 335,780,852
754: 730,937,319,876,58,211
755: 1007,816,466,1020,245,253
756: 864,809,127,63,941
757: 907,467,784,344,116,477
758: 307,804,88,14,961,501
759: 836,468,430,49,351,951
760: 701,178,962,720,222,454
761: 64,337,911
762: 665,469,679,550,646,378
763: 249,727,1013,308,877,670
764: 519,521,65
765: 97,179,39,697,815,668
766: 731,36,440,677,470
767: 535,262,279,820,879,66
768: 806,739,721,405,871,309
769: 912,822,471,492,392,960
770: 67,837,548,686,384,227
771: 695,1023,45,472,691,663
772: 930,310,288,809,487
773: 735,174,613,84,828,991
774: 180,15,571,822,492
775: 984,297,31,368,68,379,1009
776: 906,139,565,869,289,311
777: 734,256,57,474,177,749
778: 408,161,135,293,692,69
779: 730,58,475,740,413,595
780: 312,364,852,62,753
781: 738,78,808,947,652,476
782: 181,439,709,51,833
783: 281,17,0,132,693,70
784: 467,757,477,725,172,1014
785: 158,376,887,1001,422,313
786: 658,286,71,490
787: 344,116,932,327,283,478
788: 329,497,182,651,72,428
789: 648,430,49,479,703,165
790: 794,72,642,916,117,481
791: 314,480,217,251,60,746
792: 73,121,926,701,819,505
793: 989,952,349,120,924,416
794: 790,72,182,481,1019,383
795: 510,74,190,840,715,673
796: 119,233,407,895,985
797: 343,315,210,558,12,928
798: 629,194,75,366,980,153
799: 573,424,803,16,235,183
800: 752,465,570,403,632,76,284
801: 244,1005,444,483,690,8
802: 275,79,604,69,316,953
803: 424,799,631,849,183,484
804: 307,758,14,501,184,567
805: 976,62,696,936,485,245
806: 739,768,302,361,77,309
807: 684,486,706,178,962
808: 781,78,146,601,947,660
809: 756,487,63,772
810: 578,814,445,70,17
811: 119,449,751,488,407,581
812: 218,79
813: 489,377,46,694,717,170
814: 810,317,445,185
815: 3,140,490,668,765,179
816: 850,466,755,253,93,80,418
817: 71,140,569,391,318,537
818: 884,491,349,375,104,946
819: 868,505,73,792,186,982
820: 879,559,954,535,767,81
821: 736,474,112,319,876,460
822: 912,769,492,774
823: 332,404,25,19,82,897
824: 987,234,187,593,412
825: 905,987,234,874,83,500
826: 1020,125,253,493,993,237
827: 80,418,686,1021,384,320
828: 84,339,917,419,613,773
829: 423,878,628,508,899,188
830: 101,138,494,871,51,309
831: 872,199,925,85,990,371
832: 551,840,321,883,397,510
833: 86,938,181,439,782
834: 192,230,189,509,551,583
835: 881,495,464,1018,122
836: 759,468,87,653,351
837: 770,322,548,624,29,227
838: 350,156,948,908,643,496
839: 307,463,88,57,1005,483
840: 321,832,362,190,510,795
841: 329,882,610,928,343
842: 155,1008,639,89,942,147
843: 940,212,612,958,323,431
844: 720,274,599,90,367,978
845: 191,886,921,704,969,53
846: 223,250,988,893,331,370
847: 630,1003,498,556,857,96
848: 252,718,92,994,373
849: 1010,183,499,803,858,484
850: 816,466,41,623,93,418
851: 294,192,889,229,11,554
852: 780,62,753,335,485,905
853: 10,380,43,94,254,550
854: 687,27,619,961,501,396
855: 382,435,606,455,95,726
856: 6,608,276,517,324,258
857: 1003,847,1024,96,736,256
858: 502,205,484,849,602,939,499
859: 129,554,97,11,534,390
860: 271,544,4,142,325,580
861: 503,275,604,692,168,317
862: 644,283,133,338,915,98
863: 186,29,421,193,963,357
864: 127,756,504
865: 32,4,636,326,990,524
866: 342,195,970,925,99,226
867: 589,263,728,629,194
868: 618,819,993,972,505,186,421
869: 565,776,458,311,402,937
870: 506,60,225,746,462,943
871: 405,576,768,830,101,309
872: 195,831,925,681,266,85
873: 685,102,564,744,131,525
874: 825,987,507,83,121,926
875: 644,327,533,380,94
876: 754,319,211,196,460,821
877: 729,670,56,763,308,24
878: 717,423,508,456,829,170
879: 820,74,559,66,767
880: 111,18,901,512,583,509
881: 835,920,427,997,495
882: 143,329,841,651,343,934
883: 551,832,230,510,328,979
884: 818,491,95,606,104,417
885: 330,365,21,198,594,585
886: 845,921,969,354,511,360
887: 158,376,105,785,204,909
888: 299,239,719,330,21,997
889: 977,229,512,192,851,509
890: 404,610,25,106,572,497
891: 892,633,199,238,277,371
892: 702,995,107,891,633,238
893: 250,846,1015,331,601,214
894: 672,438,136,690,108,8
895: 280,407,632,796,200,985
896: 687,87,336,27,109,468
897: 299,12,19,587,823,332
898: 733,201,301,568,441,269
899: 596,110,188,628,829,164
900: 655,387,440,144,333,167
901: 111,451,18,880,940,212
902: 649,202,410,588,553,956
903: 334,733,518,261,531
904: 734,112,306,207,745,463
905: 825,234,852,335,500,485
906: 139,776,203,289
907: 757,116,477,113,698,915
908: 336,948,838,215,496,949
909: 652,443,549,158,887,204
910: 204,683,443,687,109,114
911: 761,337,508,145,188
912: 822,115,471,769,9
913: 914,644,533,133,705,213
914: 913,133,338,602,23,705,205
915: 862,283,98,113,907,116
916: 790,642,117,735,174,650
917: 355,536,339,828,959,419
918: 424,631,118,694,717,456
919: 37,660,530,91,340,146
920: 881,427,206,495,461,638
921: 191,845,119,886,233,511
922: 341,986,369,250,1015
923: 621,175,151,207,745,14
924: 388,526,120,793,416,603
925: 872,342,195,199,831,866
926: 121,792,701,295,874,507
927: 504,457,607,208,127
928: 12,332,610,841,343,797
929: 252,1018,372,122
930: 209,310,772
931: 215,496,488,123,965,751
932: 787,344,605,586,409,478
933: 366,980,137,124,575
934: 343,210,576,582,143,882
935: 28,26,345,354,957,323
936: 1020,500,125,485,245,805
937: 730,754,869,458,211,402
938: 86,833,346,181,527,747
939: 602,271,544,499,126,205,858
940: 111,901,843,212,431,48
941: 127,756,63,607,369,988
942: 347,950,89,401,147,842,216
943: 462,870,506,128
944: 7,278,657,348,959,536
945: 502,705,296,213,981,231
946: 217,952,375,818,349,998
947: 738,781,359,601,214,808
948: 336,27,619,908,350,838
949: 215,1000,653,87,336,908
950: 942,401,268,562,564,216
951: 242,351,278,620,759,49
952: 314,217,946,793,349
953: 218,353,5,79,802,316
954: 267,614,820,559,352,81
