99: 297,343,289,336,288,290,405,435,282,453,100,132,461
100: 23,101,132,133,461,94,291,27,3,435,453,127,446,99
101: 102,37,128,100,291,0,27,13,3,443,292,127,24
102: 438,108,37,101,27,13,443,299,300,24
103: 29,246,430,104,293,239,26,434
104: 98,293,239,295,241,103,21,126,488,428,26,434,294
105: 349,294,456,303
106: 23,352,112,461,487,298,257,435,483,305,350,304,111,351
107: 15,27,55,251,258,210,299,417,483,257,420,305
108: 102,438,37,345,112,423,477,299,6,300,307,30
109: 6,29,302,300,260,81,301,308,135,28,30,25,110,354
110: 135,136,141,354,302,260,301,87,109,308,444,309
111: 257,311,263,305,304,106,487,357,351
112: 106,108,37,23,345,352,487,27,299,483,307,305
113: 358,313,396,306,345,160,477,489,413
114: 439,308,314,116,444,30
115: 315,141,356,310,309,361,355
116: 314,473,6,312,265,307,30,313,359,114,316
117: 122,323,324,275,274,19,317,276,89,322
118: 317,276,284,468,366,31,124,323,324
119: 2,326,333,120,32,144,367,285,481,91,451,478,325,486
120: 92,334,119,326,125,121,321,320,368,424,91,433,327
121: 321,273,278,279,93,92,120,280,328,433,327
122: 292,31,127,117,123,446,323,324,331,94,19,89,330,460
123: 292,31,127,34,7,122,332,324,372,331,486,492
124: 31,142,332,324,486,284,118,481,2
125: 92,334,33,326,36,120,21,447,126,488,433,376
126: 341,36,21,125,447,488,104,412,428,342
127: 292,34,7,122,123,446,331,128,101,100,132,133,338
128: 438,37,101,133,346,40,127,34,7,24,129,35
129: 20,33,339,130,153,373,7,24,128,40,35,340
130: 129,33,374,154,153,447,39,340
131: 376,341,36,154,375,383,149,382
132: 23,385,100,133,378,338,461,377,337,127,99,343,336,384,344
133: 37,23,128,151,385,345,386,100,132,346,338,127,34
134: 163,156,392,436,353,151,386,346,38,157,465
135: 26,136,25,110,347,354,29,302,301,109
136: 135,26,141,395,110,348,302,303,356,349,310,309
137: 350,401,344,352,391,351,138
138: 357,358,351,306,352,391,160,487,137
139: 28,419,394,489,398,140,397,413,161
140: 398,360,355,439,490,139,141,394,354
141: 136,395,110,394,354,356,309,361,140,355,490,115
142: 31,124,372,486,418,481,367,363,407,399,143,492,147
143: 399,142,367,363,485,147
144: 334,119,374,326,333,367,368,478,369,148
145: 371,421,370,377,330,337,150
146: 399,379,492,371,421,150
147: 152,148,373,142,372,333,367,153,143,380
148: 381,152,147,369,374,333,375,144,367,153
149: 381,472,154,375,131,382
150: 370,377,145,421,378,146,379
151: 386,133,346,338,40,34,380,163,491,156,134
152: 381,147,148,153,380,157
153: 129,333,154,130,373,40,39,380,381,152,147,148,388,157
154: 341,36,375,130,153,447,131,389,159,39,383,381,149,388,382
155: 156,384,385,378,414
156: 155,491,134,436,151,385,386
157: 387,388,465,153,40,471,38,380,152,163,134
158: 387,162,432,450,419
159: 404,450,389,39,154,383,390,388,432,382
160: 353,345,386,352,391,489,358,396,138,306,113,474,392
161: 398,397,489,139,419,396,392,162,393
162: 387,158,393,465,419,394,398,161
163: 491,134,436,151,380,157
164: 175,408,437,406
165: 46,426,411,482,43,190,166
166: 170,198,167,43,165,197,426,191
167: 166,198,44,457,191,192
168: 169,173,46,195,45,482
169: 168,173,470,46,196,426,174,437
170: 166,198,171,41,406,426
171: 172,170,198,44,41,445,176,177,54,8,205,53
172: 44,171,445,463,177
173: 169,168,46,196,45,50,178,174,455,244,202
174: 178,455,437,169,173
175: 52,164,408,437,180
176: 181,57,212,177,171,41,52,408,8,204,205,53
177: 176,182,181,212,172,171,463
178: 174,455,173,50,209,202,427
179: 183,52,455,180,56,60,80,203,210,211
180: 185,181,402,57,184,175,179,52
181: 176,182,185,57,212,177,58,180
182: 181,218,212,177,58,206,14,213
183: 184,179,402,217,60,211
184: 183,185,402,180
185: 181,62,402,57,409,58,180,184
186: 224,231,64,43,190,187
187: 225,188,457,43,186,231,191
188: 225,226,187,457
189: 69,229,195,411,223,64,63
190: 43,165,411,186,64,42
191: 48,192,232,43,197,166,198,167,231,187,457,42,47,65
192: 425,48,49,54,191,193,232,198,167,44,457
193: 425,66,67,72,192,232,226,442
194: 228,235,242,464,45,236,201
195: 168,46,411,45,448,69,189,236
196: 169,173,470,46,52,244,51
197: 470,46,426,43,166,198,42,47,191
198: 170,166,167,44,171,41,197,48,191,192,8
199: 445,463,49,77,200,240,207
200: 247,240,458,480,199,77,207
201: 208,22,50,194,242,464
202: 74,55,203,427,173,50,178,455,73
203: 15,74,55,56,252,80,210,202,179,52,455,51
204: 75,205,53,52,176,57,245,51,71,8,252,80
205: 14,75,17,204,246,53,171,176,57,212,54,71,8,76
206: 463,182,14,207
207: 214,82,199,206,77,200,247,14
208: 249,201,22,250,420,55,78,427
209: 50,178,215,427
210: 259,15,55,56,60,79,251,252,80,203,258,107,299,211,179
211: 259,60,80,210,183,179,402,217,16,61
212: 176,182,181,57,177,58,14,17,205,213,53
213: 14,219,17,246,253,182,212,58,82,449
214: 207,82,449,59
215: 209,250,56,441,427
216: 217,60,441,220
217: 216,183,402,259,60,211,61,220,221
218: 182,62,409,58,59,219,449
219: 429,260,213,253,218,62,58,261,449,86
220: 264,265,84,452,221,217,216,259
221: 220,265,217,259,85,61,222,454
222: 266,86,462,62,61,221
223: 269,230,64,275,63,189,229
224: 186,230,231,277,225,88,270
225: 226,88,188,187,422,224,231,277
226: 225,227,188,278,459,442,422,66,67,193,232
227: 226,278,442,279,67
228: 194,235,63,68,415,236
229: 9,69,189,19,416,223,230,64,63,68
230: 269,223,224,64,277,229,96,90,276,270
231: 186,224,64,277,43,225,187,422,42,96,65,191
232: 11,238,48,66,72,191,192,193,226,422,457,65
233: 279,442,67,234,480
234: 241,286,458,480,233,279,67,93,280
235: 228,194,242,464,68,431,479,73,94,236,243,288,22,290
236: 9,73,69,244,243,476,195,45,228,194,235,464,68
237: 9,42,12,69,47,1,244,51,416,476
238: 11,10,66,232,97,466,422,1,70,65
239: 11,104,72,98,77,76,293,241,247,14,246,103
240: 200,480,199,49,77
241: 295,234,247,286,458,480,104,72,98,77,239
242: 194,235,431,201,22
243: 9,73,12,94,291,236,476,235,68,290,74,3,78
244: 69,236,237,51,476,173,46,196,45
245: 12,1,51,0,4,71,76,466,13,252,443,75,204,5
246: 29,14,17,205,213,103,253,53,430,76,239,82
247: 200,295,241,458,77,239,248,255,207,82
248: 456,255,295,247
249: 256,208,22,298,405,420,78
250: 256,208,420,215,55,441,83
251: 259,79,258,210,107,299,417,6,403,265,307,305
252: 15,74,13,79,80,203,210,443,299,245,51,75,204
253: 29,219,17,302,429,246,260,213,81,430,254,82,449
254: 255,262,82,303,261,449,302,253,87,430
255: 456,254,248,82,303,247,430
256: 249,298,250,257,420,467,83,304
257: 256,298,420,107,417,483,83,263,305,304,106,111
258: 55,60,251,210,107,441,417,83
259: 60,79,251,210,211,217,16,85,61,220,265,221
260: 219,302,429,253,81,301,87,109,308,267,86,444,110
261: 254,262,449,219,87
262: 254,261,87,310
263: 403,311,452,305,257,417,83,111
264: 312,220,84
265: 403,312,220,307,221,259,251,6,85,116,454,473
266: 314,267,222,86,454,473,462,85,308
267: 266,86,469,260,87
268: 319,270,475,88,18,271
269: 223,230,275,318,276,270
270: 318,276,284,268,269,224,230,277,90,271
271: 18,451,272,277,88,284,268,270,2
272: 18,273,91,451,271,88,278,459
273: 121,321,320,91,272,278,279
274: 63,68,440,275,89,117
275: 269,223,274,63,117
276: 318,317,284,270,118,269,230,90,117,323,324
277: 224,230,231,225,422,96,70,90,270,271,2
278: 226,227,459,279,66,67,93,121,273,91,272,92
279: 233,227,278,67,93,234,121,273,280
280: 335,287,328,433,428,279,93,234,286,121
281: 415,440,479,282
282: 453,281,288,99,289
283: 292,332,324,95,70,90,20,2,32
284: 362,318,319,276,270,118,90,271,325,124,324,2
285: 92,20,33,2,119,326,32,10,97,91
286: 295,241,234,98,93,488,280,287,428
287: 335,296,280,412,428,295,286
288: 22,290,405,235,431,282,99,289
289: 99,297,343,336,288,405,282
290: 288,22,235,94,243,3,78,99
291: 9,12,94,95,19,243,0,13,3,292,101,100
292: 127,7,122,123,283,332,446,324,331,95,19,291,0,20,101
293: 11,104,98,76,239,97,5,103,339,434
294: 342,349,105,104,295,456,303,412,26,348
295: 241,247,286,458,104,456,248,296,287,412,428,294
296: 287,412,295,456
297: 350,99,343,289,304,298,405
298: 256,249,405,257,420,435,297,304,106
299: 15,27,13,79,251,252,210,107,6,300,102,108,112
300: 6,29,75,5,81,301,109,79,443,299,102,108,25
301: 6,29,302,300,260,81,109,308,135,28,30,25,110,354
302: 29,260,253,301,87,109,430,254,303,135,26,136,110,309
303: 254,255,302,430,26,136,349,294,310,105,309
304: 350,297,256,298,257,106,111
305: 403,311,263,307,257,251,107,417,483,106,112,487,111
306: 357,358,313,138,113,311,307,160,487
307: 403,311,312,265,305,251,6,116,108,112,477,313,306
308: 6,260,301,109,266,473,444,30,110,114
309: 356,310,302,87,303,136,141,110,115
310: 356,349,309,87,262,303,136,115
311: 403,263,312,307,84,305,111,357,313,306
312: 264,403,311,265,307,84,116,313,316
313: 358,306,113,311,312,307,116,359,316
314: 266,116,473,462,114,316
315: 444,469,87,361,115
316: 359,312,314,116,313
317: 318,276,365,468,118,322,117,323
318: 317,276,284,468,270,475,269
319: 362,284,268,475,18,325
320: 321,273,364,368,91,451,478,120
321: 121,273,320,424,120,327
322: 89,330,317,117,323
323: 31,371,117,122,324,317,276,365,118,322,330
324: 292,31,117,122,123,283,124,332,323,331,19,90,276,284,118
325: 451,478,319,284,481,119
326: 92,334,33,119,374,333,120,125,144,285
327: 328,433,376,121,321,424,334,120
328: 335,280,433,327,121
329: 370,377,330,337,453,460,336
330: 329,89,370,322,337,460,371,122,145,323
331: 292,31,127,34,7,122,123,332,324,372,486,492
332: 292,7,123,283,124,324,331,486,20,32
333: 33,119,374,326,32,144,367,153,373,486,147,148
334: 374,326,36,120,125,375,144,368,376,327,369
335: 280,287,328,433,376,412,428
336: 99,343,289,329,377,337,453,132
337: 329,377,330,453,460,145,446,336,132
338: 151,132,133,378,127,34,421
339: 129,20,33,21,4,293,97,5,24,25,340,434
340: 26,389,35,39,25,347,348,434,129,341,339,21,130,447
341: 36,154,447,126,131,389,340,348,342,383
342: 349,383,294,341,126,412,348
343: 350,99,297,289,336,384,344,132,461
344: 350,343,401,384,385,132,352,391,137
345: 438,108,353,37,23,386,133,346,352,160,112,423,477,113
346: 438,353,37,128,151,345,386,133,40,423,38,35,134
347: 450,135,471,389,28,35,39,395,25,340,394,354
348: 26,389,136,395,340,341,342,349,390,294
349: 356,342,390,294,310,105,303,136,348
350: 297,343,401,304,344,106,352,137,351
351: 357,138,350,106,352,487,137,111
352: 106,23,385,345,386,391,160,112,487,350,344,137,351,138
353: 345,386,346,160,423,489,38,392,134
354: 135,28,30,141,110,347,394,301,109,140
355: 361,140,490,141,115
356: 349,310,309,136,141,395,115
357: 358,351,138,306,311,487,111
358: 357,313,396,138,306,113,474,160
359: 360,397,413,316,410,439,116,313
360: 359,140,439,490
361: 355,490,315,141,115
362: 319,484,284,468,366,475
363: 407,484,366,481,142,367,485,143
364: 320,368,478,485
365: 317,468,366,371,323,418
366: 362,365,468,118,418,363,407
367: 119,333,144,481,478,142,486,363,485,143,147,148
368: 364,320,424,478,334,120,144,369
369: 148,368,334,375,144
370: 329,377,330,371,145,150
371: 145,323,418,365,370,330,146,492
372: 34,373,123,142,331,486,399,380,492,147
373: 34,7,372,486,129,333,153,40,380,147
374: 334,33,326,333,36,375,144,130,447,148
375: 334,374,36,154,131,381,149,369,148
376: 335,433,131,327,334,36,125
377: 329,370,337,145,336,384,132,378,150
378: 385,132,338,377,421,384,150,379,155
379: 146,421,378,150,491
380: 34,373,372,153,151,40,152,147,163,157
381: 149,152,148,472,154,375,153,388
382: 154,131,159,383,149,472
383: 342,390,341,154,131,159,382
384: 343,401,344,377,385,132,378,155
385: 386,132,133,352,391,378,384,344,155,156
386: 353,151,385,345,133,346,352,391,160,156,392,134
387: 162,158,157,465
388: 157,432,154,153,471,159,39,381
389: 450,159,39,395,340,347,348,341,154,390
390: 349,383,404,389,159,395,348
391: 385,386,352,160,401,344,137,138,414
392: 134,353,386,160,489,474,161,393
393: 162,465,161,392
394: 450,139,28,141,395,419,347,354,398,140,162
395: 404,450,389,136,141,347,348,394,356,390
396: 358,113,474,160,489,397,413,161
397: 398,359,413,161,410,439,139,396
398: 140,397,161,139,394,162
399: 143,146,492,142,372,418,407
401: 350,384,344,391,137,414
402: 185,180,184,183,217,211,61
403: 311,263,312,265,307,84,305,251,417
404: 450,159,395,390
405: 249,288,298,99,297,289
406: 170,41,164,408,437
407: 363,366,142,418,399
408: 175,52,164,437,406,41,176
409: 185,218,62,58
410: 359,397
411: 165,46,195,190,64,42,69,189
412: 335,296,287,428,295,126,342,294
413: 359,397,439,477,139,30,396,113
414: 401,391,155
415: 228,281,440
416: 9,42,95,69,229,1,237,96,65,64
417: 251,258,107,257,83,403,263,452,305
418: 31,371,142,365,366,407,399,492
419: 450,139,38,394,161,162,158,465
420: 256,249,208,298,250,257,55,78,107,435,483
421: 145,378,338,150,146,379
422: 225,226,459,231,277,96,70,65,238,10,232
423: 438,108,353,345,346,477,28,30,35
424: 321,368,120,327
425: 49,192,193,442
426: 165,169,470,46,197,170,166
427: 55,56,202,50,209,178,215,208
428: 335,280,287,433,412,104,295,286,126,488
429: 219,17,16,260,253,81,85,61,58,86
430: 29,302,246,103,253,254,255,82,303,26
431: 235,242,288,22
432: 388,158,159
433: 335,280,328,376,327,428,121,120,125
434: 26,25,340,104,293,29,5,103,339,21
435: 27,3,78,483,298,420,99,106,100,461
436: 163,491,156,134
437: 175,52,164,174,408,455,169,406
438: 102,108,37,128,345,346,423,24,35
439: 360,359,140,114,397,413,30
440: 281,274,415,89
441: 60,258,215,216,250,83
442: 226,227,233,425,67,193
443: 13,252,245,0,4,75,300,5,24,102,101
444: 315,469,260,87,308,110,114
445: 172,171,463,199,49,54,77,14
446: 292,127,122,94,337,453,460,100
447: 341,33,374,36,21,154,125,130,126,340
448: 195,45
449: 254,214,82,261,218,59,219,213,253
450: 404,471,389,159,39,395,419,347,394,158
451: 18,320,91,272,271,478,325,2,119
452: 263,220,84,417,83
453: 329,282,337,460,94,446,99,336,100
454: 266,462,265,221
455: 178,179,52,174,437,173,56,203,202
456: 248,255,295,296,294,105
457: 188,187,167,191,192,232
458: 200,295,241,234,247,480
459: 226,278,422,10,66,91,272
460: 329,89,330,337,453,94,122,446
461: 106,23,100,132,435,99,343
462: 314,222,266,454
463: 172,445,199,177,206,14
464: 194,235,45,50,73,236,201
465: 387,162,157,393,419,134
466: 11,238,4,71,76,97,245,1
467: 256
468: 362,318,317,365,366,118
469: 267,315,444,87
470: 169,46,196,197,426,41,47,8
471: 450,38,35,39,347,40,388,157
472: 381,149,382
473: 314,266,116,6,85,308,265
474: 358,396,160,392
475: 362,318,319,268
476: 9,12,69,236,237,244,243,51,74
477: 108,345,423,307,30,113,413
478: 364,320,368,451,325,481,119,144,367,485
479: 281,235,68,94,89
480: 200,241,234,240,458,233,67,72,77
481: 478,325,142,124,486,119,367,363,485
482: 165,168,46
483: 27,107,435,257,420,305,106,112
484: 362,363
485: 481,364,478,367,363,143
486: 373,123,142,124,332,372,331,481,119,333,32,367
487: 106,352,112,305,111,357,351,138,306
488: 92,21,125,126,104,98,97,286,428
489: 353,160,139,396,113,161,392
490: 361,360,140,355,141
491: 163,156,436,151,379
492: 399,146,31,371,123,142,372,331,418
